17.81,1.76,3.13,15.28,1.08,9.16,-3.82,4.36,-4.09,4.51,-2.29,4.87,2.28
17.58,36.92,22.84,6.04,5.86,3.92,12.38,-2.97,-4.32,-12.81,3.69,3.58,12.62
16.69,39.77,24.57,3.0,7.4,3.61,15.82,-7.27,-8.12,-18.8,1.93,1.36,13.81
17.17,27.03,15.88,8.26,4.16,1.62,6.35,3.12,3.27,0.57,4.92,5.65,8.87
17.22,28.01,17.28,9.76,7.18,7.36,10.5,0.87,-7.2,-14.23,-7.08,1.02,8.81
17.59,51.07,27.44,-9.26,17.95,6.71,36.88,-5.08,-2.35,-17.25,13.71,9.72,27.87
17.66,26.85,15.04,8.27,7.53,7.29,11.45,3.2,-1.8,-6.94,-1.23,3.57,8.37
18.2,28.58,18.97,11.42,11.71,13.97,25.44,19.34,13.51,0.14,-0.74,-1.96,6.43
17.24,23.39,10.33,3.93,4.0,5.63,9.42,1.5,-5.32,-12.19,-7.9,-1.87,6.9
18.1,29.81,17.82,8.83,7.3,9.26,17.26,9.23,1.69,-7.98,-2.85,1.95,11.5
17.67,26.3,16.32,11.21,6.96,5.72,8.93,5.81,-0.01,-7.99,-8.27,-3.73,3.1
17.51,46.14,28.87,-3.13,5.02,-1.22,20.87,-1.63,3.55,-12.07,8.87,-1.09,17.75
16.9,31.78,17.81,3.08,1.88,2.65,11.9,1.66,-3.55,-16.19,-8.83,-8.59,0.39
17.17,30.2,18.48,7.74,4.96,3.6,12.01,8.68,10.19,3.76,3.59,-3.85,-2.3
17.43,35.15,22.57,4.36,3.49,6.01,23.47,11.43,5.53,-12.71,-3.09,-2.09,11.56
17.79,32.26,22.4,12.62,8.49,6.21,14.19,9.14,5.11,-4.3,-1.63,0.65,9.42
17.8,31.16,19.8,10.71,7.85,4.26,8.28,1.86,1.53,-0.93,6.55,8.63,13.38
17.26,26.97,16.93,10.68,4.38,-2.25,-2.51,-6.43,-6.32,-7.67,-3.27,0.13,5.92
17.59,31.98,20.88,7.71,0.78,-6.04,-0.97,-7.19,-4.49,-7.79,2.12,3.28,10.07
17.19,49.49,32.95,-8.82,-0.82,0.36,29.69,-13.58,-12.41,-27.02,15.71,7.0,25.71
17.24,56.15,38.92,-16.14,-4.64,-2.32,37.15,-17.7,-13.33,-23.24,26.57,2.53,21.87
17.74,38.02,23.16,4.49,2.33,-0.86,12.03,-0.5,2.38,-8.99,4.53,0.73,16.04
