0.66,-41.34,-15.39,0.21,-2.84,9.91,-5.31,-10.63,-29.67,-12.86,2.35,17.21,0.06
2.27,-40.18,-17.74,-12.85,-20.39,-5.82,-10.46,-3.46,-8.98,2.97,-5.04,-1.28,-6.85
5.69,2.76,-1.64,-29.54,-36.68,3.88,10.92,0.02,-19.88,-12.72,4.83,2.59,2.92
7.61,4.49,-7.89,-33.67,-25.86,9.82,13.04,-9.25,-10.38,-3.83,17.61,16.83,9.22
12.81,25.0,7.28,-6.99,-6.08,-7.12,-0.43,-7.33,-3.98,-5.44,1.39,-3.12,0.82
14.39,37.37,16.01,-21.12,-15.1,-9.26,16.57,-10.12,-8.8,-32.55,-5.71,-11.4,5.54
14.78,45.09,18.44,-22.67,-3.63,2.71,28.65,-3.96,4.94,-20.29,9.33,-15.33,5.73
15.98,29.09,10.29,-5.08,-2.21,3.53,15.87,5.67,3.29,-5.76,1.13,-4.93,-2.37
15.91,32.98,17.52,-1.14,-2.34,-2.18,13.48,4.17,3.42,-11.62,-4.94,-6.92,1.21
16.26,54.47,30.92,-22.61,-3.03,9.6,42.85,-8.23,5.04,-14.52,23.81,-5.38,14.74
16.68,28.78,14.93,4.07,4.55,4.28,7.64,-5.61,-8.35,-9.95,3.12,4.9,7.16
16.62,36.35,24.1,1.57,-1.46,-4.07,10.19,-6.96,-11.46,-22.93,-1.35,2.0,11.64
16.43,34.01,18.45,-4.05,-9.36,-13.69,-0.74,-13.81,-12.87,-22.22,-6.55,-7.76,0.91
15.95,26.78,12.37,-3.82,-9.78,-12.15,1.59,0.48,1.42,-11.12,-10.81,-15.11,-7.24
16.29,45.57,21.31,-16.5,-1.96,-7.94,18.07,-13.98,-6.31,-24.64,4.32,-6.42,13.14
16.54,51.98,20.52,-28.7,-0.74,-5.54,38.29,1.34,20.23,-7.68,24.24,-7.13,14.62
15.98,31.55,11.38,-9.08,-1.85,-0.8,10.58,-9.06,-5.7,-12.05,7.93,3.49,10.39
18.07,45.31,23.17,-10.64,0.15,-0.35,28.26,-1.51,1.83,-26.09,1.5,-8.25,16.59
17.72,25.99,12.12,1.25,-2.78,-3.8,1.15,-6.5,-11.58,-19.08,-13.95,-10.23,-2.8
17.7,43.04,28.15,-11.3,-10.36,-8.01,26.87,-1.79,-5.21,-29.38,-1.76,-11.26,5.62
16.71,35.06,17.9,-6.26,-7.35,-7.61,9.17,-6.5,-6.31,-18.64,2.75,2.83,14.46
16.91,59.06,36.44,-40.73,-24.1,-11.52,41.07,-29.68,-19.92,-21.07,30.87,-25.33,7.06
17.31,46.04,25.47,-16.98,-11.06,-8.4,23.73,-5.99,-1.04,-24.06,3.86,-15.04,-3.49
17.8,45.48,18.46,-20.91,-1.01,0.12,35.74,-2.09,5.3,-22.13,5.94,-14.09,5.11
18.53,40.67,24.23,-6.09,-2.84,2.54,30.01,6.1,1.94,-19.69,1.12,-6.65,4.1
17.41,36.79,19.71,-4.45,-0.73,1.74,20.85,-0.93,-7.16,-27.09,-6.97,-6.15,10.13
17.98,30.46,14.66,-3.56,2.23,4.86,19.35,-2.91,-11.08,-27.32,-6.66,-1.12,12.73
18.58,34.3,15.6,-6.71,4.41,8.71,26.76,-2.24,-10.55,-32.15,-7.66,-7.08,9.91
18.15,35.4,15.49,-13.7,-4.86,-0.49,21.56,-8.49,-16.27,-40.44,-13.49,-14.17,7.03
18.3,39.77,17.27,-22.38,1.25,13.76,46.16,1.31,0.72,-19.76,18.02,-0.24,12.53
18.35,33.97,15.72,-10.49,-2.95,2.55,25.16,-0.09,-5.83,-27.37,-5.59,-9.18,6.12
18.67,27.75,12.05,-0.33,9.37,17.98,32.21,12.21,-1.98,-22.97,-12.75,-9.47,6.08
18.46,34.26,12.94,-11.48,4.68,9.39,29.9,1.46,-2.08,-25.35,-5.02,-10.0,7.46
17.9,30.14,13.88,-8.62,-1.56,5.32,29.18,8.33,-2.13,-28.04,-11.73,-10.21,8.5
18.09,40.06,21.68,-12.78,-6.13,0.37,29.77,-1.1,-7.58,-32.48,-1.49,-6.99,11.13
17.94,39.54,13.17,-19.3,0.66,7.0,34.22,-4.87,-2.82,-30.58,3.11,-9.42,17.99
17.64,28.47,8.06,-15.73,-6.59,-1.17,17.57,-5.67,-8.83,-23.87,-0.14,-1.24,11.13
17.84,34.78,10.48,-24.65,-5.47,2.44,32.64,-8.11,-9.36,-35.44,4.26,-1.18,27.39
18.55,33.02,13.21,-16.41,2.08,12.15,39.22,-2.65,-11.2,-37.48,-2.52,-6.77,14.65
18.06,26.49,5.45,-15.57,-1.43,2.7,18.81,-11.52,-18.82,-38.45,-12.53,-10.92,6.04
18.1,32.85,9.01,-20.75,3.37,7.69,27.28,-18.35,-18.28,-36.18,5.28,1.44,23.1
17.86,31.25,6.11,-16.88,6.68,12.59,30.01,-10.66,-11.27,-30.9,6.67,1.33,23.63
18.29,29.14,7.5,-14.68,-1.02,4.96,22.5,-1.99,-4.27,-19.83,0.53,-3.02,10.44
18.07,27.58,7.57,-11.36,-2.99,2.77,17.41,-3.52,-8.31,-21.63,-1.93,-0.9,10.86
18.35,26.25,5.36,-13.44,4.61,12.81,28.79,0.83,-0.22,-10.69,13.48,7.14,13.03
