17.96,-1.97,-1.61,11.73,1.14,13.24,2.34,9.13,-2.98,1.75,-7.05,-0.26,-2.99
18.23,33.99,21.48,8.87,14.55,17.88,26.06,7.16,0.33,-4.72,14.83,14.61,14.46
17.7,22.87,10.82,5.75,3.8,2.64,3.7,-3.17,-8.56,-12.32,-8.01,-2.35,3.8
17.79,24.83,13.11,10.47,12.5,16.09,18.29,11.49,3.34,-2.18,-1.84,0.55,3.18
17.28,23.17,12.19,8.74,7.11,6.37,7.3,3.45,0.36,-1.33,1.58,5.15,7.26
17.2,23.95,12.05,7.11,7.28,8.28,10.67,3.87,-1.06,-4.33,0.07,2.2,4.01
17.58,23.43,13.35,11.21,9.92,9.67,9.89,4.46,-2.52,-8.91,-10.28,-7.26,-2.18
18.12,27.25,16.08,9.34,6.81,6.14,9.72,4.49,0.7,-5.05,-3.83,-3.62,-0.59
18.23,51.75,30.09,-7.68,15.85,14.9,40.38,-12.28,-7.55,-26.75,12.37,-4.78,14.72
17.94,30.03,17.88,8.12,7.84,8.43,14.94,3.76,-2.41,-12.66,-10.41,-13.5,-8.04
17.99,28.69,15.87,6.05,3.94,2.49,7.82,-0.44,-6.0,-14.75,-10.17,-8.62,-4.29
17.61,24.39,13.24,8.47,6.43,5.66,7.57,1.28,-6.33,-14.9,-15.39,-12.28,-7.4
17.78,25.61,15.99,13.11,11.62,11.32,14.4,11.93,6.92,-1.05,-3.86,-2.2,4.68
17.79,23.6,13.5,11.18,9.93,7.37,5.8,0.37,-1.56,-1.97,0.05,0.94,2.57
17.93,24.51,13.65,9.58,7.31,5.46,5.58,0.69,-3.59,-8.42,-8.76,-7.34,-3.52
17.8,22.73,12.21,9.18,6.37,4.07,4.79,4.3,5.82,6.52,6.85,6.05,5.28
17.67,23.64,12.18,7.78,8.65,13.12,20.8,16.93,8.26,-5.74,-10.63,-10.26,-3.65
17.68,23.14,10.66,6.57,5.92,7.36,9.26,5.07,-0.34,-4.1,-1.68,3.05,7.64
17.28,26.23,13.2,6.44,7.2,5.96,7.05,-2.99,-8.02,-12.98,-6.88,-4.03,3.93
17.55,46.45,30.33,-2.57,4.42,4.88,33.64,8.97,9.96,-15.48,4.77,-7.47,14.16
