17.33,18.15,-4.9,-34.58,-24.54,-2.02,19.73,-6.52,-10.26,-23.42,3.68,-4.09,10.11
17.24,35.69,6.01,-50.41,-26.05,-10.06,36.64,-17.61,-12.7,-39.45,8.63,-18.99,5.59
16.91,25.14,-0.87,-35.7,-25.5,-18.11,11.85,-14.24,-12.83,-31.44,-1.35,-6.95,9.49
17.26,46.37,6.11,-43.65,-8.44,-15.28,32.06,-17.08,4.73,-29.15,10.32,-20.43,3.9
17.53,31.42,2.91,-36.62,-21.72,-13.16,19.56,-10.77,-4.6,-24.93,4.66,-12.86,2.61
17.72,23.76,-5.55,-38.68,-25.2,-14.32,21.16,2.74,7.89,-17.87,1.54,-13.17,4.06
17.69,24.78,-4.0,-38.6,-22.77,-11.4,24.84,5.29,14.93,-5.94,12.84,-7.24,3.37
17.45,35.66,1.82,-45.03,-20.19,-12.8,27.45,-12.32,-1.47,-33.97,0.51,-21.46,6.53
17.3,28.33,-0.34,-39.77,-17.75,-5.0,32.94,-6.99,-9.12,-39.2,-4.37,-17.53,5.0
17.83,23.49,-8.4,-43.0,-24.96,-13.05,23.16,-2.43,3.0,-25.57,-1.31,-16.98,8.43
17.53,22.27,-1.76,-32.43,-23.57,-13.74,22.27,5.79,1.54,-30.04,-14.53,-19.27,2.35
17.56,38.81,1.17,-57.26,-26.99,-21.53,34.81,-14.0,4.63,-40.74,0.84,-23.29,12.8
17.61,36.93,3.86,-49.53,-25.54,-14.62,28.8,-15.87,-3.49,-31.98,11.44,-13.32,11.93
17.42,18.43,-10.04,-37.64,-26.55,-17.35,8.77,-10.15,-9.1,-28.24,-8.88,-16.24,-0.94
18.04,18.85,-8.32,-37.45,-22.85,-10.24,24.88,9.57,10.78,-15.1,-0.31,-10.49,5.04
17.69,25.5,-5.62,-44.85,-25.82,-16.41,24.69,-4.89,-1.0,-33.8,-6.07,-19.69,7.59
17.28,33.74,-3.66,-47.99,-18.53,-19.17,24.2,-10.35,5.18,-22.55,10.44,-9.82,13.01
17.54,48.47,5.33,-57.93,-16.51,-9.48,36.93,-27.76,-2.51,-33.29,17.32,-27.44,0.92
17.64,29.28,3.13,-36.75,-27.95,-18.45,21.04,-1.55,1.25,-26.27,-0.79,-14.85,1.44
17.98,19.1,-9.68,-36.85,-21.3,-7.62,20.71,-2.46,-6.21,-31.91,-16.35,-27.62,-8.07
17.69,23.28,-3.73,-33.95,-22.66,-13.79,11.89,-10.44,-9.91,-26.88,-5.98,-15.24,-1.57
17.11,17.72,-10.29,-31.44,-14.51,-3.03,16.62,-6.03,-4.0,-13.58,12.37,9.39,22.85
16.67,21.08,-8.25,-38.62,-18.59,-7.98,15.71,-17.19,-15.47,-29.25,-0.61,-12.0,1.62
17.43,38.01,-4.38,-61.58,-22.36,-11.0,32.23,-30.72,-9.44,-35.33,22.28,-8.93,25.58
16.92,36.04,-4.87,-52.59,-19.55,-25.97,18.36,-18.01,3.57,-25.31,9.61,-12.11,9.9
17.52,38.45,-2.64,-57.75,-26.83,-29.01,21.89,-16.83,8.57,-21.65,15.86,-13.28,10.93
17.4,34.69,-4.09,-57.4,-28.29,-20.86,24.44,-16.44,5.65,-15.96,25.41,-4.31,15.02
17.85,30.93,-4.97,-46.3,-20.54,-12.79,23.08,-13.41,-1.34,-26.83,6.78,-13.86,12.13
17.57,19.94,-9.6,-40.49,-21.59,-14.34,11.39,-17.79,-15.55,-34.49,-4.96,-9.06,12.5
17.47,30.81,-0.93,-36.8,-19.36,-11.22,19.47,-8.52,-0.27,-22.29,2.49,-15.68,5.61
17.4,45.8,-0.85,-59.37,-6.47,-13.62,37.81,-30.44,2.68,-17.96,32.24,-7.84,9.39
17.73,20.21,-10.21,-37.42,-27.31,-18.0,6.22,-7.92,0.7,-9.06,8.79,-6.53,-1.89
17.72,31.59,3.61,-39.75,-29.12,-20.69,18.24,-7.29,1.42,-21.98,6.75,-9.54,8.85
18.28,37.59,-3.58,-52.32,-15.48,-11.27,29.69,-22.1,-2.61,-33.64,11.58,-14.32,18.78
18.22,17.94,-8.98,-35.8,-25.6,-15.79,10.47,-4.04,-0.79,-13.93,4.69,-1.87,8.84
18.34,32.06,-6.92,-51.67,-18.31,-18.31,26.16,-10.14,11.09,-10.34,24.25,-2.11,11.53
18.39,33.12,-0.58,-49.01,-22.05,-10.26,34.22,-5.21,7.4,-20.56,12.06,-18.58,-1.15
18.07,17.71,-7.96,-32.89,-23.86,-12.2,15.81,0.23,-1.75,-21.14,-3.8,-10.31,1.99
18.15,26.91,-2.35,-36.87,-19.91,-11.54,21.47,-1.38,7.42,-13.88,6.0,-13.23,-0.51
17.64,28.33,1.32,-29.69,-17.8,-11.34,17.93,-3.45,1.86,-17.42,4.39,-10.18,0.84
17.31,29.75,-3.95,-47.62,-20.34,-7.8,28.59,-13.48,-4.85,-27.25,8.14,-17.42,0.6
17.91,26.83,-8.33,-47.89,-22.99,-9.79,22.86,-16.66,-6.35,-25.78,10.63,-15.52,0.82
18.08,36.72,-2.04,-51.05,-16.45,-17.71,29.2,-15.18,6.1,-17.77,23.82,-3.5,15.16
