15.92,17.65,3.15,-18.22,-21.17,2.83,18.92,1.36,-14.47,-26.07,-10.15,-16.45,-15.54
16.68,39.13,4.07,-29.48,-9.9,-11.32,5.45,-32.54,-15.98,-26.89,10.66,-11.64,7.79
17.19,43.45,15.6,-35.71,-17.78,-7.2,24.02,-30.73,-19.16,-27.22,23.28,-11.55,-0.48
17.63,48.07,12.66,-43.65,-11.55,-14.12,25.42,-32.94,-14.44,-37.66,18.31,-9.72,7.63
16.88,31.66,5.51,-25.14,-4.41,0.06,19.15,-19.92,-17.0,-31.23,-0.13,-16.56,-3.68
17.45,25.66,-7.37,-34.81,-3.91,3.31,19.38,-28.35,-16.93,-27.73,13.52,-11.55,2.73
16.98,33.99,1.84,-39.35,-5.34,6.03,34.46,-19.81,-14.97,-38.4,1.94,-20.3,2.47
16.8,22.81,-3.76,-30.05,-15.53,-6.07,12.4,-17.53,-16.44,-25.73,1.79,-9.69,-1.04
17.36,24.15,-3.58,-30.62,-9.01,-1.35,17.24,-17.81,-16.77,-31.1,-3.51,-13.71,1.22
17.4,39.4,-0.77,-45.98,-0.08,-6.77,23.08,-37.16,-7.53,-20.99,31.25,-3.11,10.36
17.07,50.4,1.98,-68.14,1.49,0.95,21.3,-45.86,2.71,-38.7,14.28,-25.82,-1.47
16.77,27.99,-5.72,-43.69,-19.37,-17.07,12.28,-21.03,-5.92,-19.29,16.34,1.03,16.18
17.08,27.65,-4.33,-41.39,-13.35,-4.96,22.09,-21.1,-13.58,-33.18,0.39,-18.24,0.82
17.26,35.95,-1.52,-38.14,-3.58,-9.37,17.9,-23.99,-3.28,-22.47,11.12,-18.62,-3.59
16.42,28.84,1.71,-29.54,-13.45,-7.79,13.06,-17.99,-12.89,-24.24,3.5,-10.42,0.17
16.55,36.62,4.45,-36.09,-15.55,-15.11,9.46,-29.49,-18.19,-36.68,-0.37,-21.22,-2.14
16.65,22.15,-2.31,-27.09,-13.76,-9.83,2.54,-28.82,-26.8,-31.6,-0.89,-9.62,-4.97
16.29,26.27,-5.06,-31.61,-6.6,3.55,26.25,-10.01,-5.65,-26.77,2.3,-11.71,10.39
16.63,26.36,-10.63,-50.62,-21.09,-16.61,8.87,-33.61,-20.94,-37.35,-2.86,-20.91,3.21
16.99,28.07,-0.79,-29.42,-9.38,-1.67,18.89,-17.06,-14.88,-29.91,2.42,-9.17,6.59
16.93,27.2,5.24,-21.61,-14.17,-7.1,12.27,-13.61,-18.82,-33.19,-8.32,-8.17,8.74
17.03,30.16,7.85,-30.09,-21.31,-11.89,14.57,-23.57,-31.4,-46.06,-9.43,-18.1,-4.53
16.3,25.14,3.24,-21.41,-15.04,-9.28,7.41,-17.24,-23.7,-37.89,-14.9,-16.49,-4.7
16.17,21.85,-0.45,-24.26,-21.32,-15.04,6.49,-6.7,-9.22,-23.3,-6.21,-5.78,8.14
16.42,27.75,2.78,-31.92,-23.2,-12.39,18.09,-9.39,-13.09,-33.6,-4.78,-12.91,0.49
16.48,31.15,4.04,-25.34,-9.35,-0.49,21.93,-11.0,-12.36,-35.64,-12.45,-25.7,-5.63
16.75,41.93,14.07,-30.58,-13.5,-8.72,20.14,-21.16,-10.66,-32.09,1.3,-20.55,4.38
16.9,31.59,8.95,-38.16,-27.25,-16.35,22.94,-14.71,-17.73,-42.6,-10.36,-22.39,3.62
16.26,40.28,7.63,-48.36,-20.96,-14.81,25.67,-26.45,-21.24,-51.86,-12.3,-31.79,2.67
15.36,39.2,9.93,-27.6,-11.66,-7.05,20.77,-9.55,0.22,-26.23,-3.23,-27.16,-4.4
16.2,23.8,1.37,-22.9,-17.06,-10.49,8.16,-11.84,-17.57,-33.81,-19.01,-23.28,-11.45
16.42,26.13,0.16,-24.36,-8.72,0.11,19.58,-7.12,-10.83,-33.56,-16.78,-24.89,-3.38
16.43,33.06,4.99,-32.3,-11.18,-2.1,25.35,-14.4,-12.9,-35.22,-4.3,-21.11,-2.91
16.08,23.68,1.93,-18.21,-13.73,-6.95,11.47,-1.78,-5.98,-23.47,-15.54,-20.7,-9.24
16.11,19.28,-2.18,-20.65,-15.92,-11.19,1.67,-14.72,-21.46,-33.84,-20.28,-15.94,-0.62
16.25,38.1,7.21,-29.29,-10.81,-6.57,19.21,-20.04,-14.94,-39.38,-8.01,-25.42,-0.07
16.22,47.87,14.45,-35.47,-3.77,-8.95,26.14,-19.41,-5.73,-32.97,2.48,-16.77,5.71
16.48,28.72,1.48,-26.37,-10.43,-1.12,25.93,-1.19,-2.59,-29.71,-9.87,-22.18,-0.35
16.85,23.36,1.29,-17.92,-6.41,1.16,18.5,-0.69,-6.46,-25.71,-16.56,-21.84,-7.73
16.63,28.96,7.79,-19.37,-14.52,-9.87,14.0,-6.46,-10.35,-35.97,-22.08,-27.36,-4.97
16.67,23.83,3.71,-15.16,-10.96,-7.06,3.23,-16.17,-21.7,-31.26,-15.77,-14.56,-1.32
16.46,47.27,13.72,-43.97,-5.0,-2.41,32.56,-26.56,-11.46,-39.56,3.56,-23.2,2.54
17.11,34.22,7.58,-31.02,-17.39,-11.88,19.26,-13.35,-12.56,-37.99,-9.55,-20.27,4.42
16.81,43.09,8.7,-35.07,-11.79,-7.1,21.22,-25.79,-12.94,-35.36,3.37,-25.29,0.34
16.42,33.54,9.78,-25.36,-18.36,-12.66,13.17,-16.25,-14.81,-29.91,-1.14,-14.11,-5.36
