20141021_123204	 Lunch	eating
20141014_122004	 Lunch	cooking3
20141026_130029	 Lunch	None
20141020_123750	 Lunch	cooking2
20141015_121615	 Lunch	None
20141014_122030	 Lunch	None
20141019_134438	 Lunch	None
20141024_120704	 Lunch	cooking2
20141024_120545	 Lunch	cooking
20141020_123703	 Lunch	music and eating
20141024_120613	 Lunch	cooking
20141111_120242	 Lunch	cooking2
20141111_120440	 Lunch	None
20141116_133128	 Lunch	None
20141115_135449	 Lunch	music and eating
20141114_112414	 Lunch	cooking
20141110_123359	 Lunch	None
20141112_124341	 Lunch	washing
20141111_123020	 Lunch	washing
20141106_123254	 Lunch	None
20141114_112444	 Lunch	eating
20141113_132022	 Lunch	cooking
20141116_133302	 Lunch	washing
20141114_112518	 Lunch	eating
20141111_120343	 Lunch	cooking2
20141111_123707	 Lunch	None
20141112_124406	 Lunch	eating
20141109_150834	 Lunch	cooking2
20141116_133155	 Lunch	cooking
20141111_120412	 Lunch	None
20141115_135421	 Lunch	cooking2
20141110_123450	 Lunch	bathroom
20141115_135326	 Lunch	music and eating
20141111_123647	 Lunch	eating
20141113_131122	 Lunch	eating
20141105_120340	 Lunch	cooking2
20141109_150904	 Lunch	eating
20141106_123208	 Lunch	None
20141112_124257	 Lunch	music and eating
20141103_115458	 Lunch	cooking
20141116_133218	 Lunch	None
20141113_131228	 Lunch	None
20141103_115528	 Lunch	bathroom
20141113_131252	 Lunch	None
