20141026_194829	 Dinner	cooking2
20141018_195323	 Dinner	cooking
20141022_182244	 Dinner	cooking
20141015_203104	 Dinner	cooking3
20141026_194740	 Dinner	cooking2
20141025_182641	 Dinner	None
20141023_190154	 Dinner	music and eating
20141022_182621	 Dinner	cooking
20141018_195253	 Dinner	music and eating
20141026_194805	 Dinner	bathroom
20141021_180605	 Dinner	None
20141020_201256	 Dinner	music and eating
20141018_194637	 Dinner	music and eating
20141106_204003	 Dinner	cooking3
20141111_173924	 Dinner	cooking2
20141110_173547	 Dinner	music and eating
20141105_182222	 Dinner	None
20141105_182248	 Dinner	cooking2
20141114_194511	 Dinner	cooking2
20141102_221614	 Dinner	music and eating
20141108_231030	 Dinner	None
20141101_172706	 Dinner	music and eating
20141106_203932	 Dinner	cooking2
20141102_221507	 Dinner	eating
20141101_171943	 Dinner	cooking
20141106_204219	 Dinner	None
20141114_004315	 Dinner	None
20141112_183439	 Dinner	None
20141113_200359	 Dinner	None
20141114_004220	 Dinner	cooking2
20141104_184752	 Dinner	cooking3
20141109_213347	 Dinner	None
20141111_173951	 Dinner	eating
20141031_163505	 Dinner	cooking2
20141112_183412	 Dinner	washing
20141031_164317	 Dinner	music and eating
20141103_192631	 Dinner	washing
20141114_194602	 Dinner	cooking
20141114_004247	 Dinner	None
20141113_200440	 Dinner	bathroom
20141111_173831	 Dinner	music and eating
20141108_231114	 Dinner	music and eating
20141101_200827	 Dinner	eating
20141110_173348	 Dinner	cooking
20141109_213300	 Dinner	cooking3
20141106_204122	 Dinner	music and eating
20141104_184819	 Dinner	bathroom
